数据生成时间：2020-12-31 14:51
数据生成条件：
1. 时间范围：20201228至20201230
2. 时间单位：分日
3. 推广设备：计算机，移动设备

日期,账户,推广计划,推广计划ID,展现,点击,消费,点击率,平均点击价格,网页转化,商桥转化
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-壁纸软件1",136184469,2371,81,25.31,3.42%,0.31,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-你的名字IP",136406975,990,5,1.03,0.51%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-初音未来IP",136406977,2117,84,15.82,3.97%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-鬼灭之刃IP",136600199,16779,189,40.72,1.13%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-天气之子IP",136600202,1483,11,1.78,0.74%,0.16,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-鼠标",136872189,3007,377,73.73,12.54%,0.20,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-屏保",137317144,7760,208,44.84,2.68%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-动态壁纸制作",137638380,1230,63,13.92,5.12%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-时钟",137638381,11577,450,98.59,3.89%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-musedash的壁纸",139148762,701,204,43.92,29.10%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-天官赐福壁纸",140835973,1724,37,8.06,2.15%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-CF",131824971,333,19,3.96,5.71%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-愤怒的小鸟",132371899,150,8,1.97,5.33%,0.25,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-阿丽塔壁纸",132425484,121,1,0.35,0.83%,0.35,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-大鱼海棠",134746340,245,12,1.75,4.90%,0.15,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-灵笼",135289322,194,8,1.63,4.12%,0.20,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-公主连结壁纸",132377556,16,0,0.00,0.00%,0.00,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-洛天依壁纸",132377561,172,7,1.60,4.07%,0.23,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-美食",131764522,151,7,1.23,4.64%,0.18,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-埃罗芒阿老师",132367131,38,3,0.54,7.89%,0.18,0,0
