网页转化,下载器转化,新装和卸载,会员支付,鱼干支付,合计付费
日期,渠道,计划,网页展示,网页点击,点击率,下载器展示,调起率,点击极速安装,安装率,安装成功,成功率,安装成功/网页展示,新装,卸载,卸载率,会员支付人数,会员支付金额,客单价,付费率,鱼干支付人数,鱼干支付金额,客单价,付费率,总客单价,ARPU值
2020-12-10,1001,137,32,17,53.12%,7,41.18%,7,100.00%,7,100.00%,21.88%,7,3,42.86%,None,None,None,None,1,10.0,10.00,14.29%,None,None
2020-12-10,1001,38,68,30,44.12%,14,46.67%,0,0.00%,10,None,14.71%,10,2,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,135,2,1,50.00%,2,200.00%,2,100.00%,2,100.00%,100.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,106,66,40,60.61%,18,45.00%,0,0.00%,16,None,24.24%,17,3,17.65%,2,18.0,9.00,11.76%,2,29.0,14.50,11.76%,11.75,2.76
2020-12-10,1001,158,312,173,55.45%,120,69.36%,109,90.83%,106,97.25%,33.97%,100,22,22.00%,3,33.0,11.00,3.00%,1,10.0,10.00,1.00%,10.75,0.43
2020-12-10,1001,238,474,174,36.71%,126,72.41%,0,0.00%,115,None,24.26%,110,40,36.36%,3,128.0,42.67,2.73%,None,None,None,None,None,None
2020-12-10,1001,163,198,97,48.99%,41,42.27%,37,90.24%,34,91.89%,17.17%,33,6,18.18%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,160,133,75,56.39%,42,56.00%,29,69.05%,29,100.00%,21.80%,29,7,24.14%,2,18.0,9.00,6.90%,1,10.0,10.00,3.45%,9.33,0.97
2020-12-10,1001,156,22,3,13.64%,2,66.67%,2,100.00%,2,100.00%,9.09%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,48,6,3,50.00%,1,33.33%,0,0.00%,1,None,16.67%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,32,147,54,36.73%,23,42.59%,1,4.35%,18,"1,800.00%",12.24%,18,2,11.11%,1,9.0,9.00,5.56%,1,10.0,10.00,5.56%,9.50,1.06
2020-12-10,1001,152,2,1,50.00%,1,100.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,73,3,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,167,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,35,324,182,56.17%,83,45.60%,1,1.20%,72,"7,200.00%",22.22%,70,22,31.43%,3,87.0,29.00,4.29%,3,30.0,10.00,4.29%,19.50,1.67
2020-12-10,1001,49,4,2,50.00%,1,50.00%,0,0.00%,1,None,25.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,124,15,4,26.67%,2,50.00%,2,100.00%,2,100.00%,13.33%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,44,35,15,42.86%,9,60.00%,0,0.00%,9,None,25.71%,9,1,11.11%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,41,1099,503,45.77%,278,55.27%,12,4.32%,231,"1,925.00%",21.02%,212,37,17.45%,4,36.0,9.00,1.89%,2,20.0,10.00,0.94%,9.33,0.26
2020-12-10,1001,28,608,325,53.45%,145,44.62%,4,2.76%,126,"3,150.00%",20.72%,116,26,22.41%,3,27.0,9.00,2.59%,1,10.0,10.00,0.86%,9.25,0.32
2020-12-10,1001,146,18,7,38.89%,1,14.29%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,129,56,15,26.79%,4,26.67%,4,100.00%,4,100.00%,7.14%,4,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,126,21,9,42.86%,4,44.44%,4,100.00%,4,100.00%,19.05%,4,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,162,50,32,64.00%,8,25.00%,8,100.00%,8,100.00%,16.00%,8,4,50.00%,1,9.0,9.00,12.50%,None,None,None,None,None,None
2020-12-10,1001,75,19,10,52.63%,3,30.00%,0,0.00%,3,None,15.79%,3,1,33.33%,None,None,None,None,1,19.0,19.00,33.33%,None,None
2020-12-10,1001,112,12,4,33.33%,2,50.00%,1,50.00%,1,100.00%,8.33%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,84,68,31,45.59%,13,41.94%,0,0.00%,13,None,19.12%,12,4,33.33%,None,None,None,None,1,10.0,10.00,8.33%,None,None
2020-12-10,1001,195,10,7,70.00%,3,42.86%,3,100.00%,3,100.00%,30.00%,3,1,33.33%,1,9.0,9.00,33.33%,None,None,None,None,None,None
2020-12-10,1001,192,118,70,59.32%,26,37.14%,24,92.31%,24,100.00%,20.34%,23,5,21.74%,3,87.0,29.00,13.04%,3,39.0,13.00,13.04%,21.00,5.48
2020-12-10,1001,171,23,12,52.17%,13,108.33%,8,61.54%,6,75.00%,26.09%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,215,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,29,21,13,61.90%,10,76.92%,1,10.00%,8,800.00%,38.10%,8,2,25.00%,1,9.0,9.00,12.50%,None,None,None,None,None,None
2020-12-10,1001,110,8,3,37.50%,1,33.33%,1,100.00%,1,100.00%,12.50%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,219,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,114,5,3,60.00%,2,66.67%,2,100.00%,2,100.00%,40.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,60,14,5,35.71%,1,20.00%,0,0.00%,1,None,7.14%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,15,1637,1152,70.37%,981,85.16%,914,93.17%,889,97.26%,54.31%,848,160,18.87%,17,412.0,24.24,2.00%,11,110.0,10.00,1.30%,18.64,0.62
2020-12-10,1001,59,3738,1963,52.51%,1493,76.06%,1331,89.15%,1274,95.72%,34.08%,1220,363,29.75%,43,1066.0,24.79,3.52%,25,317.0,12.68,2.05%,20.34,1.13
2020-12-10,1001,119,16,7,43.75%,2,28.57%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,141,30,16,53.33%,3,18.75%,3,100.00%,3,100.00%,10.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,113,13,6,46.15%,2,33.33%,1,50.00%,1,100.00%,7.69%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,18,302,193,63.91%,162,83.94%,5,3.09%,153,"3,060.00%",50.66%,148,36,24.32%,9,811.0,90.11,6.08%,7,79.0,11.29,4.73%,55.62,6.01
2020-12-10,1001,103,199,96,48.24%,36,37.50%,1,2.78%,25,"2,500.00%",12.56%,22,8,36.36%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,8,1649,797,48.33%,428,53.70%,343,80.14%,332,96.79%,20.13%,304,48,15.79%,3,87.0,29.00,0.99%,2,20.0,10.00,0.66%,21.40,0.35
2020-12-10,1001,33,585,242,41.37%,89,36.78%,1,1.12%,65,"6,500.00%",11.11%,64,9,14.06%,1,69.0,69.00,1.56%,None,None,None,None,None,None
2020-12-10,1001,10,1476,648,43.90%,249,38.43%,174,69.88%,168,96.55%,11.38%,158,26,16.46%,6,522.0,87.00,3.80%,None,None,None,None,None,None
2020-12-10,1001,120,10,5,50.00%,2,40.00%,2,100.00%,2,100.00%,20.00%,2,None,None,1,9.0,9.00,50.00%,None,None,None,None,None,None
2020-12-10,1001,all,55528,31556,56.83%,20723,65.67%,15754,76.02%,17622,111.86%,31.74%,16904,3331,19.71%,449,12803.0,28.51,2.66%,302,3651.0,12.09,1.79%,21.91,0.97
2020-12-10,1001,70,50,14,28.00%,3,21.43%,0,0.00%,3,None,6.00%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,78,33,12,36.36%,2,16.67%,0,0.00%,2,None,6.06%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,14,806,213,26.43%,87,40.85%,0,0.00%,79,None,9.80%,79,17,21.52%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,117,80,43,53.75%,27,62.79%,23,85.19%,23,100.00%,28.75%,21,5,23.81%,None,None,None,None,2,20.0,10.00,9.52%,None,None
2020-12-10,1001,13,222,86,38.74%,40,46.51%,1,2.50%,33,"3,300.00%",14.86%,29,4,13.79%,None,None,None,None,2,38.0,19.00,6.90%,None,None
2020-12-10,1001,34,15,6,40.00%,2,33.33%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,241,257,139,54.09%,77,55.40%,1,1.30%,70,"7,000.00%",27.24%,62,10,16.13%,None,None,None,None,1,19.0,19.00,1.61%,None,None
2020-12-10,1001,181,24,7,29.17%,4,57.14%,4,100.00%,4,100.00%,16.67%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,92,14,7,50.00%,2,28.57%,0,0.00%,1,None,7.14%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,187,12,1,8.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,194,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,85,3,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,196,4,3,75.00%,2,66.67%,2,100.00%,2,100.00%,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,79,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,122,7,3,42.86%,1,33.33%,1,100.00%,1,100.00%,14.29%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,138,64,38,59.38%,21,55.26%,15,71.43%,14,93.33%,21.88%,14,2,14.29%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,214,111,39,35.14%,12,30.77%,10,83.33%,8,80.00%,7.21%,9,2,22.22%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,47,3,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,11,598,270,45.15%,98,36.30%,6,6.12%,82,"1,366.67%",13.71%,75,14,18.67%,1,9.0,9.00,1.33%,None,None,None,None,None,None
2020-12-10,1001,65,74,29,39.19%,13,44.83%,1,7.69%,12,"1,200.00%",16.22%,12,3,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,63,39,11,28.21%,9,81.82%,0,0.00%,7,None,17.95%,7,1,14.29%,1,69.0,69.00,14.29%,1,19.0,19.00,14.29%,44.00,12.57
2020-12-10,1001,86,125,78,62.40%,39,50.00%,0,0.00%,35,None,28.00%,32,8,25.00%,5,305.0,61.00,15.62%,2,20.0,10.00,6.25%,46.43,10.16
2020-12-10,1001,27,114,53,46.49%,23,43.40%,0,0.00%,19,None,16.67%,18,5,27.78%,None,None,None,None,1,19.0,19.00,5.56%,None,None
2020-12-10,1001,204,4,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,99,39,22,56.41%,12,54.55%,0,0.00%,7,None,17.95%,7,3,42.86%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,243,398,277,69.60%,172,62.09%,1,0.58%,157,"15,700.00%",39.45%,155,47,30.32%,7,202.0,28.86,4.52%,7,88.0,12.57,4.52%,20.71,1.87
2020-12-10,1001,62,23,12,52.17%,4,33.33%,2,50.00%,3,150.00%,13.04%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,26,421,210,49.88%,110,52.38%,2,1.82%,91,"4,550.00%",21.62%,88,8,9.09%,2,163.0,81.50,2.27%,5,50.0,10.00,5.68%,30.43,2.42
2020-12-10,1001,7,9723,5059,52.03%,2959,58.49%,2514,84.96%,2441,97.10%,25.11%,2367,437,18.46%,64,1763.0,27.55,2.70%,38,425.0,11.18,1.61%,21.45,0.92
2020-12-10,1001,157,486,252,51.85%,218,86.51%,206,94.50%,200,97.09%,41.15%,192,56,29.17%,4,36.0,9.00,2.08%,5,50.0,10.00,2.60%,9.56,0.45
2020-12-10,1001,217,154,52,33.77%,15,28.85%,15,100.00%,13,86.67%,8.44%,13,4,30.77%,1,9.0,9.00,7.69%,None,None,None,None,None,None
2020-12-10,1001,139,5,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,136,18,8,44.44%,2,25.00%,2,100.00%,2,100.00%,11.11%,1,1,100.00%,1,9.0,9.00,100.00%,None,None,None,None,None,None
2020-12-10,1001,89,27,8,29.63%,2,25.00%,0,0.00%,1,None,3.70%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,80,64,27,42.19%,9,33.33%,0,0.00%,6,None,9.38%,6,2,33.33%,1,9.0,9.00,16.67%,None,None,None,None,None,None
2020-12-10,1001,21,289,136,47.06%,57,41.91%,3,5.26%,45,"1,500.00%",15.57%,45,9,20.00%,1,9.0,9.00,2.22%,1,10.0,10.00,2.22%,9.50,0.42
2020-12-10,1001,209,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,95,72,22,30.56%,8,36.36%,0,0.00%,5,None,6.94%,5,1,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,4,449,254,56.57%,151,59.45%,8,5.30%,132,"1,650.00%",29.40%,126,25,19.84%,4,36.0,9.00,3.17%,3,58.0,19.33,2.38%,13.43,0.75
2020-12-10,1001,169,2,0,0.00%,1,None,1,100.00%,1,100.00%,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,40,35,10,28.57%,3,30.00%,0,0.00%,3,None,8.57%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,17,1437,646,44.95%,341,52.79%,285,83.58%,286,100.35%,19.90%,272,55,20.22%,9,81.0,9.00,3.31%,7,79.0,11.29,2.57%,10.00,0.59
2020-12-10,1001,81,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,54,63,19,30.16%,9,47.37%,0,0.00%,6,None,9.52%,6,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,37,15,7,46.67%,4,57.14%,0,0.00%,2,None,13.33%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,108,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,30,218,110,50.46%,42,38.18%,0,0.00%,33,None,15.14%,34,9,26.47%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,93,39,21,53.85%,13,61.90%,0,0.00%,10,None,25.64%,10,4,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,188,87,34,39.08%,12,35.29%,9,75.00%,7,77.78%,8.05%,7,2,28.57%,1,9.0,9.00,14.29%,None,None,None,None,None,None
2020-12-10,1001,23,54,26,48.15%,18,69.23%,1,5.56%,17,"1,700.00%",31.48%,15,3,20.00%,1,9.0,9.00,6.67%,None,None,None,None,None,None
2020-12-10,1001,51,161,77,47.83%,25,32.47%,0,0.00%,22,None,13.66%,21,5,23.81%,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,220,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-10,1001,12,813,385,47.36%,176,45.71%,134,76.14%,126,94.03%,15.50%,117,15,12.82%,2,18.0,9.00,1.71%,None,None,None,None,None,None
2020-12-09,1001,5,3456,2183,63.17%,1660,76.04%,1523,91.75%,1486,97.57%,43.00%,1416,304,21.47%,39,1139.0,29.21,2.75%,32,365.0,11.41,2.26%,21.18,1.06
2020-12-09,1001,14,1015,268,26.40%,114,42.54%,1,0.88%,97,"9,700.00%",9.56%,93,22,23.66%,1,198.0,198.00,1.08%,None,None,None,None,None,None
2020-12-09,1001,57,67,32,47.76%,19,59.38%,1,5.26%,16,"1,600.00%",23.88%,14,6,42.86%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,54,76,21,27.63%,4,19.05%,0,0.00%,3,None,3.95%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,40,32,6,18.75%,1,16.67%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,8,2214,1104,49.86%,583,52.81%,496,85.08%,473,95.36%,21.36%,448,75,16.74%,8,132.0,16.50,1.79%,8,89.0,11.12,1.79%,13.81,0.49
2020-12-09,1001,113,11,4,36.36%,2,50.00%,2,100.00%,2,100.00%,18.18%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,72,3,1,33.33%,1,100.00%,0,0.00%,1,None,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,114,7,2,28.57%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,204,10,4,40.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,85,11,6,54.55%,3,50.00%,0,0.00%,3,None,27.27%,3,2,66.67%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,110,5,1,20.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,168,6,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,112,12,4,33.33%,1,25.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,59,5853,2994,51.15%,2292,76.55%,2041,89.05%,1937,94.90%,33.09%,1842,637,34.58%,50,1035.0,20.70,2.71%,37,566.0,15.30,2.01%,18.40,0.87
2020-12-09,1001,63,44,8,18.18%,3,37.50%,0,0.00%,2,None,4.55%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,56,15,5,33.33%,4,80.00%,1,25.00%,4,400.00%,26.67%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,34,12,6,50.00%,4,66.67%,0,0.00%,3,None,25.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,169,42,10,23.81%,3,30.00%,2,66.67%,2,100.00%,4.76%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,196,3,2,66.67%,1,50.00%,1,100.00%,1,100.00%,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,222,17,8,47.06%,3,37.50%,3,100.00%,3,100.00%,17.65%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,201,13,8,61.54%,6,75.00%,6,100.00%,6,100.00%,46.15%,6,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,245,4,2,50.00%,3,150.00%,0,0.00%,3,None,75.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,119,41,20,48.78%,11,55.00%,10,90.91%,9,90.00%,21.95%,9,2,22.22%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,187,9,3,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,239,75,20,26.67%,15,75.00%,0,0.00%,14,None,18.67%,12,5,41.67%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,215,14,2,14.29%,1,50.00%,1,100.00%,1,100.00%,7.14%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,171,19,9,47.37%,4,44.44%,3,75.00%,3,100.00%,15.79%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,138,106,65,61.32%,21,32.31%,18,85.71%,18,100.00%,16.98%,18,3,16.67%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,26,483,261,54.04%,119,45.59%,3,2.52%,103,"3,433.33%",21.33%,94,23,24.47%,None,None,None,None,3,30.0,10.00,3.19%,None,None
2020-12-09,1001,235,276,127,46.01%,71,55.91%,0,0.00%,64,None,23.19%,63,18,28.57%,1,15.0,15.00,1.59%,None,None,None,None,None,None
2020-12-09,1001,20,408,190,46.57%,90,47.37%,2,2.22%,76,"3,800.00%",18.63%,73,12,16.44%,6,134.0,22.33,8.22%,4,40.0,10.00,5.48%,17.40,2.38
2020-12-09,1001,181,19,4,21.05%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,137,46,23,50.00%,12,52.17%,11,91.67%,10,90.91%,21.74%,10,5,50.00%,2,178.0,89.00,20.00%,None,None,None,None,None,None
2020-12-09,1001,22,379,158,41.69%,65,41.14%,1,1.54%,50,"5,000.00%",13.19%,47,7,14.89%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,79,4,1,25.00%,1,100.00%,0,0.00%,1,None,25.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,224,392,208,53.06%,126,60.58%,112,88.89%,104,92.86%,26.53%,100,54,54.00%,4,96.0,24.00,4.00%,1,10.0,10.00,1.00%,21.20,1.06
2020-12-09,1001,108,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,89,33,14,42.42%,6,42.86%,0,0.00%,6,None,18.18%,6,2,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,118,6,3,50.00%,1,33.33%,1,100.00%,1,100.00%,16.67%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,88,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,163,332,184,55.42%,94,51.09%,80,85.11%,74,92.50%,22.29%,74,23,31.08%,None,None,None,None,1,10.0,10.00,1.35%,None,None
2020-12-09,1001,62,22,10,45.45%,6,60.00%,2,33.33%,5,250.00%,22.73%,5,2,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,69,67,14,20.90%,3,21.43%,0,0.00%,2,None,2.99%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,58,17,10,58.82%,3,30.00%,0,0.00%,3,None,17.65%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,77,46,19,41.30%,7,36.84%,0,0.00%,6,None,13.04%,5,2,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,93,38,17,44.74%,6,35.29%,0,0.00%,4,None,10.53%,4,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,23,59,21,35.59%,7,33.33%,0,0.00%,7,None,11.86%,6,2,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,220,31,7,22.58%,6,85.71%,5,83.33%,4,80.00%,12.90%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,218,5,1,20.00%,1,100.00%,1,100.00%,1,100.00%,20.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,42,989,521,52.68%,311,59.69%,287,92.28%,276,96.17%,27.91%,274,77,28.10%,2,18.0,9.00,0.73%,14,272.0,19.43,5.11%,18.12,1.06
2020-12-09,1001,167,7,1,14.29%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,25,39,15,38.46%,3,20.00%,0,0.00%,3,None,7.69%,3,1,33.33%,1,9.0,9.00,33.33%,None,None,None,None,None,None
2020-12-09,1001,36,54,25,46.30%,7,28.00%,0,0.00%,7,None,12.96%,7,2,28.57%,2,18.0,9.00,28.57%,1,10.0,10.00,14.29%,9.33,4.00
2020-12-09,1001,161,66,46,69.70%,18,39.13%,13,72.22%,12,92.31%,18.18%,12,None,None,None,None,None,None,2,20.0,10.00,16.67%,None,None
2020-12-09,1001,66,45,13,28.89%,3,23.08%,1,33.33%,1,100.00%,2.22%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,98,2,2,100.00%,1,50.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,13,269,91,33.83%,33,36.26%,2,6.06%,30,"1,500.00%",11.15%,30,6,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,106,84,46,54.76%,23,50.00%,1,4.35%,20,"2,000.00%",23.81%,20,1,5.00%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,109,6,1,16.67%,1,100.00%,1,100.00%,1,100.00%,16.67%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,44,31,17,54.84%,9,52.94%,0,0.00%,8,None,25.81%,8,2,25.00%,None,None,None,None,1,10.0,10.00,12.50%,None,None
2020-12-09,1001,158,550,244,44.36%,165,67.62%,153,92.73%,144,94.12%,26.18%,139,31,22.30%,5,105.0,21.00,3.60%,1,19.0,19.00,0.72%,20.67,0.89
2020-12-09,1001,105,60,29,48.33%,12,41.38%,0,0.00%,12,None,20.00%,12,4,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,17,3708,1295,34.92%,599,46.25%,504,84.14%,491,97.42%,13.24%,469,106,22.60%,10,907.0,90.70,2.13%,15,159.0,10.60,3.20%,42.64,2.27
2020-12-09,1001,186,7,2,28.57%,1,50.00%,1,100.00%,1,100.00%,14.29%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,27,110,57,51.82%,23,40.35%,0,0.00%,22,None,20.00%,19,4,21.05%,1,9.0,9.00,5.26%,None,None,None,None,None,None
2020-12-09,1001,47,4,2,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,190,323,158,48.92%,66,41.77%,58,87.88%,57,98.28%,17.65%,56,23,41.07%,6,54.0,9.00,10.71%,3,39.0,13.00,5.36%,10.33,1.66
2020-12-09,1001,156,26,8,30.77%,1,12.50%,1,100.00%,1,100.00%,3.85%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,140,2,2,100.00%,2,100.00%,2,100.00%,2,100.00%,100.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,191,11,7,63.64%,1,14.29%,1,100.00%,1,100.00%,9.09%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,41,1173,540,46.04%,267,49.44%,8,3.00%,220,"2,750.00%",18.76%,205,36,17.56%,2,18.0,9.00,0.98%,2,29.0,14.50,0.98%,11.75,0.23
2020-12-09,1001,123,7,3,42.86%,2,66.67%,1,50.00%,1,100.00%,14.29%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-09,1001,7,10139,5152,50.81%,3012,58.46%,2554,84.79%,2507,98.16%,24.73%,2405,499,20.75%,57,1488.0,26.11,2.37%,41,446.0,10.88,1.70%,19.73,0.80
2020-12-09,1001,243,417,279,66.91%,176,63.08%,1,0.57%,169,"16,900.00%",40.53%,162,58,35.80%,8,152.0,19.00,4.94%,7,107.0,15.29,4.32%,17.27,1.60
2020-12-09,1001,31,173,51,29.48%,20,39.22%,2,10.00%,17,850.00%,9.83%,14,2,14.29%,None,None,None,None,1,19.0,19.00,7.14%,None,None
