网页转化,下载器转化,新装和卸载,会员支付,鱼干支付,合计付费
日期,渠道,计划,网页展示,网页点击,点击率,下载器展示,调起率,点击极速安装,安装率,安装成功,成功率,安装成功/网页展示,新装,卸载,卸载率,会员支付人数,会员支付金额,客单价,付费率,鱼干支付人数,鱼干支付金额,客单价,付费率,总客单价,ARPU值
2020-12-19,1002,21,28,11,39.29%,8,72.73%,1,12.50%,8,800.00%,28.57%,5,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,104,46,18,39.13%,11,61.11%,0,0.00%,10,None,21.74%,9,2,22.22%,1,9.0,9.00,11.11%,None,None,None,None,None,None
2020-12-19,1002,26,92,56,60.87%,42,75.00%,2,4.76%,39,"1,950.00%",42.39%,36,8,22.22%,1,9.0,9.00,2.78%,1,10.0,10.00,2.78%,9.50,0.53
2020-12-19,1002,131,5,2,40.00%,2,100.00%,1,50.00%,1,100.00%,20.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,133,2574,1548,60.14%,1184,76.49%,1027,86.74%,988,96.20%,38.38%,929,203,21.85%,18,302.0,16.78,1.94%,14,149.0,10.64,1.51%,14.09,0.49
2020-12-19,1002,53,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,86,3,2,66.67%,1,50.00%,0,0.00%,1,None,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,76,25,10,40.00%,5,50.00%,0,0.00%,5,None,20.00%,5,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,137,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,116,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,25,10,5,50.00%,4,80.00%,0,0.00%,4,None,40.00%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,65,10,7,70.00%,4,57.14%,0,0.00%,4,None,40.00%,4,2,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,6,2199,1312,59.66%,893,68.06%,771,86.34%,749,97.15%,34.06%,702,138,19.66%,19,310.0,16.32,2.71%,11,119.0,10.82,1.57%,14.30,0.61
2020-12-19,1002,66,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,243,27,19,70.37%,17,89.47%,0,0.00%,17,None,62.96%,18,7,38.89%,3,33.0,11.00,16.67%,1,10.0,10.00,5.56%,10.75,2.39
2020-12-19,1002,28,119,58,48.74%,39,67.24%,0,0.00%,35,None,29.41%,34,6,17.65%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,51,13,7,53.85%,2,28.57%,0,0.00%,1,None,7.69%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,12,33,13,39.39%,8,61.54%,8,100.00%,7,87.50%,21.21%,7,1,14.29%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,18,184,135,73.37%,115,85.19%,3,2.61%,105,"3,500.00%",57.07%,100,25,25.00%,1,9.0,9.00,1.00%,4,58.0,14.50,4.00%,13.40,0.67
2020-12-19,1002,38,16,11,68.75%,4,36.36%,0,0.00%,4,None,25.00%,3,2,66.67%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,91,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,62,2,2,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,15,526,430,81.75%,405,94.19%,389,96.05%,379,97.43%,72.05%,358,68,18.99%,9,147.0,16.33,2.51%,2,20.0,10.00,0.56%,15.18,0.47
2020-12-19,1002,77,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,78,6,1,16.67%,1,100.00%,0,0.00%,1,None,16.67%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,96,4,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,160,7,3,42.86%,1,33.33%,1,100.00%,1,100.00%,14.29%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,224,120,81,67.50%,65,80.25%,59,90.77%,57,96.61%,47.50%,55,34,61.82%,2,78.0,39.00,3.64%,None,None,None,None,None,None
2020-12-19,1002,47,3,1,33.33%,1,100.00%,0,0.00%,1,None,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,7,1234,741,60.05%,495,66.80%,404,81.62%,389,96.29%,31.52%,367,65,17.71%,12,215.0,17.92,3.27%,10,136.0,13.60,2.72%,15.95,0.96
2020-12-19,1002,35,41,24,58.54%,16,66.67%,0,0.00%,16,None,39.02%,14,6,42.86%,1,9.0,9.00,7.14%,None,None,None,None,None,None
2020-12-19,1002,49,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,106,2,2,100.00%,1,50.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,40,3,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,5,1511,1291,85.44%,1294,100.23%,1216,93.97%,1185,97.45%,78.42%,1094,202,18.46%,24,586.0,24.42,2.19%,12,129.0,10.75,1.10%,19.86,0.65
2020-12-19,1002,98,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,126,8,5,62.50%,5,100.00%,4,80.00%,3,75.00%,37.50%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,72,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,22,34,16,47.06%,8,50.00%,2,25.00%,5,250.00%,14.71%,5,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,68,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,30,12,10,83.33%,7,70.00%,0,0.00%,5,None,41.67%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,33,10,3,30.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,95,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,75,3,3,100.00%,1,33.33%,0,0.00%,1,None,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,85,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,9,201,98,48.76%,71,72.45%,1,1.41%,62,"6,200.00%",30.85%,58,16,27.59%,2,24.0,12.00,3.45%,1,10.0,10.00,1.72%,11.33,0.59
2020-12-19,1002,59,468,261,55.77%,214,81.99%,196,91.59%,185,94.39%,39.53%,176,50,28.41%,2,24.0,12.00,1.14%,5,50.0,10.00,2.84%,10.57,0.42
2020-12-19,1002,162,3,1,33.33%,1,100.00%,1,100.00%,1,100.00%,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,67,3,1,33.33%,1,100.00%,0,0.00%,1,None,33.33%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,27,27,16,59.26%,6,37.50%,0,0.00%,6,None,22.22%,5,1,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,248,24,10,41.67%,6,60.00%,0,0.00%,5,None,20.83%,5,1,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,61,4,2,50.00%,1,50.00%,0,0.00%,0,None,0.00%,1,None,None,1,9.0,9.00,100.00%,None,None,None,None,None,None
2020-12-19,1002,43,2,2,100.00%,1,50.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,89,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,19,282,149,52.84%,110,73.83%,6,5.45%,97,"1,616.67%",34.40%,92,24,26.09%,4,36.0,9.00,4.35%,1,10.0,10.00,1.09%,9.20,0.50
2020-12-19,1002,16,61,30,49.18%,18,60.00%,15,83.33%,16,106.67%,26.23%,16,2,12.50%,None,None,None,None,2,20.0,10.00,12.50%,None,None
2020-12-19,1002,105,3,3,100.00%,1,33.33%,0,0.00%,2,None,66.67%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,42,82,52,63.41%,45,86.54%,39,86.67%,38,97.44%,46.34%,37,12,32.43%,1,69.0,69.00,2.70%,1,10.0,10.00,2.70%,39.50,2.14
2020-12-19,1002,41,36,16,44.44%,10,62.50%,1,10.00%,8,800.00%,22.22%,8,2,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,122,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,136,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,32,48,24,50.00%,18,75.00%,0,0.00%,16,None,33.33%,14,1,7.14%,None,None,None,None,1,19.0,19.00,7.14%,None,None
2020-12-19,1002,39,10,2,20.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,117,7,5,71.43%,3,60.00%,3,100.00%,3,100.00%,42.86%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,92,3,2,66.67%,1,50.00%,0,0.00%,1,None,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,57,6,6,100.00%,5,83.33%,0,0.00%,5,None,83.33%,4,2,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,80,2,2,100.00%,2,100.00%,0,0.00%,2,None,100.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,82,3,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,8,969,534,55.11%,363,67.98%,311,85.67%,301,96.78%,31.06%,271,68,25.09%,5,190.0,38.00,1.85%,3,30.0,10.00,1.11%,27.50,0.81
2020-12-19,1002,161,5,4,80.00%,2,50.00%,2,100.00%,2,100.00%,40.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,93,3,2,66.67%,2,100.00%,0,0.00%,2,None,66.67%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,45,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,17,511,264,51.66%,154,58.33%,4,2.60%,130,"3,250.00%",25.44%,124,24,19.35%,None,None,None,None,1,10.0,10.00,0.81%,None,None
2020-12-19,1002,142,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,114,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,20,47,23,48.94%,13,56.52%,1,7.69%,12,"1,200.00%",25.53%,9,2,22.22%,None,None,None,None,1,10.0,10.00,11.11%,None,None
2020-12-19,1002,113,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,73,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,158,50,24,48.00%,15,62.50%,13,86.67%,12,92.31%,24.00%,9,4,44.44%,1,9.0,9.00,11.11%,None,None,None,None,None,None
2020-12-19,1002,112,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,147,2,2,100.00%,1,50.00%,1,100.00%,1,100.00%,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,46,16,7,43.75%,5,71.43%,0,0.00%,5,None,31.25%,5,2,40.00%,None,None,None,None,1,10.0,10.00,20.00%,None,None
2020-12-19,1002,4,57,38,66.67%,28,73.68%,2,7.14%,24,"1,200.00%",42.11%,23,7,30.43%,None,None,None,None,1,10.0,10.00,4.35%,None,None
2020-12-19,1002,79,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,239,17,5,29.41%,2,40.00%,0,0.00%,2,None,11.76%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,56,7,3,42.86%,1,33.33%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,118,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,52,7,4,57.14%,2,50.00%,0,0.00%,2,None,28.57%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,163,17,5,29.41%,2,40.00%,2,100.00%,2,100.00%,11.76%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,115,3,2,66.67%,2,100.00%,2,100.00%,2,100.00%,66.67%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,44,7,6,85.71%,4,66.67%,0,0.00%,4,None,57.14%,4,2,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,48,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,31,14,6,42.86%,2,33.33%,0,0.00%,2,None,14.29%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,111,2,2,100.00%,1,50.00%,1,100.00%,1,100.00%,50.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,103,6,2,33.33%,1,50.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,all,11477,7402,64.49%,5864,79.22%,4567,77.88%,5076,111.15%,44.23%,4763,997,20.93%,109,2086.0,19.14,2.29%,76,868.0,11.42,1.60%,15.97,0.62
2020-12-19,1002,69,6,1,16.67%,1,100.00%,0,0.00%,1,None,16.67%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,157,33,19,57.58%,13,68.42%,13,100.00%,13,100.00%,39.39%,13,4,30.77%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,110,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,55,8,8,100.00%,7,87.50%,0,0.00%,7,None,87.50%,6,1,16.67%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,238,42,13,30.95%,10,76.92%,0,0.00%,10,None,23.81%,10,4,40.00%,1,9.0,9.00,10.00%,None,None,None,None,None,None
2020-12-19,1002,235,37,24,64.86%,12,50.00%,0,0.00%,10,None,27.03%,11,1,9.09%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,52,3,1,33.33%,1,100.00%,0,0.00%,1,None,33.33%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,238,47,13,27.66%,12,92.31%,0,0.00%,11,None,23.40%,10,6,60.00%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,68,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,17,477,248,51.99%,156,62.90%,9,5.77%,116,"1,288.89%",24.32%,112,23,20.54%,1,9.0,9.00,0.89%,2,20.0,10.00,1.79%,9.67,0.26
2020-12-18,1002,110,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,all,11985,7477,62.39%,5975,79.91%,4564,76.38%,5091,111.55%,42.48%,4801,887,18.48%,90,1392.0,15.47,1.87%,58,698.0,12.03,1.21%,14.12,0.44
2020-12-18,1002,126,7,5,71.43%,4,80.00%,3,75.00%,2,66.67%,28.57%,2,2,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,28,115,66,57.39%,48,72.73%,2,4.17%,39,"1,950.00%",33.91%,34,10,29.41%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,20,65,41,63.08%,30,73.17%,0,0.00%,28,None,43.08%,25,9,36.00%,2,138.0,69.00,8.00%,1,19.0,19.00,4.00%,52.33,6.28
2020-12-18,1002,21,22,11,50.00%,11,100.00%,3,27.27%,10,333.33%,45.45%,8,1,12.50%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,69,9,3,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,86,11,6,54.55%,4,66.67%,0,0.00%,4,None,36.36%,3,None,None,None,None,None,None,1,19.0,19.00,33.33%,None,None
2020-12-18,1002,78,5,1,20.00%,1,100.00%,0,0.00%,1,None,20.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,103,9,4,44.44%,3,75.00%,0,0.00%,2,None,22.22%,2,None,None,None,None,None,None,1,10.0,10.00,50.00%,None,None
2020-12-18,1002,160,3,3,100.00%,2,66.67%,2,100.00%,2,100.00%,66.67%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,15,511,401,78.47%,366,91.27%,345,94.26%,341,98.84%,66.73%,324,46,14.20%,8,72.0,9.00,2.47%,3,30.0,10.00,0.93%,9.27,0.31
2020-12-18,1002,61,6,2,33.33%,1,50.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,59,425,242,56.94%,200,82.64%,176,88.00%,164,93.18%,38.59%,156,42,26.92%,4,36.0,9.00,2.56%,1,19.0,19.00,0.64%,11.00,0.35
2020-12-18,1002,104,35,21,60.00%,16,76.19%,0,0.00%,13,None,37.14%,11,2,18.18%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,67,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,33,14,5,35.71%,3,60.00%,0,0.00%,2,None,14.29%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,54,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,23,6,5,83.33%,3,60.00%,0,0.00%,3,None,50.00%,3,None,None,None,None,None,None,1,10.0,10.00,33.33%,None,None
2020-12-18,1002,58,3,2,66.67%,2,100.00%,0,0.00%,2,None,66.67%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,22,36,12,33.33%,5,41.67%,0,0.00%,4,None,11.11%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,144,2,1,50.00%,1,100.00%,1,100.00%,1,100.00%,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,62,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,30,19,7,36.84%,4,57.14%,0,0.00%,3,None,15.79%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,243,25,14,56.00%,14,100.00%,0,0.00%,11,None,44.00%,10,5,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,124,4,2,50.00%,1,50.00%,1,100.00%,1,100.00%,25.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,6,2104,1159,55.09%,795,68.59%,640,80.50%,617,96.41%,29.33%,577,126,21.84%,16,284.0,17.75,2.77%,15,178.0,11.87,2.60%,14.90,0.80
2020-12-18,1002,82,6,3,50.00%,2,66.67%,0,0.00%,2,None,33.33%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,51,9,3,33.33%,2,66.67%,0,0.00%,2,None,22.22%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,139,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,85,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,157,51,33,64.71%,27,81.82%,26,96.30%,26,100.00%,50.98%,25,10,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,248,11,5,45.45%,5,100.00%,0,0.00%,4,None,36.36%,4,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,13,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,133,2660,1478,55.56%,1063,71.92%,896,84.29%,858,95.76%,32.26%,811,141,17.39%,14,167.0,11.93,1.73%,7,79.0,11.29,0.86%,11.71,0.30
2020-12-18,1002,26,91,52,57.14%,38,73.08%,0,0.00%,33,None,36.26%,30,5,16.67%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,96,5,2,40.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,141,2,2,100.00%,1,50.00%,1,100.00%,1,100.00%,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,91,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,75,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,35,42,22,52.38%,16,72.73%,0,0.00%,15,None,35.71%,15,4,26.67%,None,None,None,None,1,10.0,10.00,6.67%,None,None
2020-12-18,1002,8,1084,577,53.23%,360,62.39%,299,83.06%,289,96.66%,26.66%,271,59,21.77%,1,9.0,9.00,0.37%,None,None,None,None,None,None
2020-12-18,1002,161,4,2,50.00%,1,50.00%,1,100.00%,1,100.00%,25.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,116,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,24,272,132,48.53%,88,66.67%,77,87.50%,77,100.00%,28.31%,66,16,24.24%,3,27.0,9.00,4.55%,None,None,None,None,None,None
2020-12-18,1002,73,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,7,1487,867,58.31%,575,66.32%,486,84.52%,471,96.91%,31.67%,429,85,19.81%,3,27.0,9.00,0.70%,5,50.0,10.00,1.17%,9.62,0.18
2020-12-18,1002,93,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,224,74,35,47.30%,28,80.00%,22,78.57%,22,100.00%,29.73%,21,9,42.86%,2,18.0,9.00,9.52%,None,None,None,None,None,None
2020-12-18,1002,235,58,33,56.90%,21,63.64%,0,0.00%,18,None,31.03%,17,2,11.76%,None,None,None,None,1,19.0,19.00,5.88%,None,None
2020-12-18,1002,57,6,5,83.33%,3,60.00%,0,0.00%,3,None,50.00%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,95,5,1,20.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,39,19,8,42.11%,2,25.00%,1,50.00%,1,100.00%,5.26%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-18,1002,106,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
