网页转化,下载器转化,新装和卸载,会员支付,鱼干支付,合计付费
日期,渠道,计划,网页展示,网页点击,点击率,下载器展示,调起率,点击极速安装,安装率,安装成功,成功率,安装成功/网页展示,新装,卸载,卸载率,会员支付人数,会员支付金额,客单价,付费率,鱼干支付人数,鱼干支付金额,客单价,付费率,总客单价,ARPU值
2020-12-21,1002,32,42,28,66.67%,17,60.71%,0,0.00%,17,None,40.48%,17,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,155,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,142,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,46,7,4,57.14%,4,100.00%,0,0.00%,4,None,57.14%,4,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,24,199,92,46.23%,65,70.65%,55,84.62%,54,98.18%,27.14%,51,9,17.65%,1,9.0,9.00,1.96%,None,None,None,None,None,None
2020-12-21,1002,144,2,1,50.00%,1,100.00%,1,100.00%,1,100.00%,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,55,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,61,5,1,20.00%,1,100.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,71,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,115,3,1,33.33%,1,100.00%,1,100.00%,1,100.00%,33.33%,1,None,None,None,None,None,None,1,10.0,10.00,100.00%,None,None
2020-12-21,1002,75,3,2,66.67%,1,50.00%,0,0.00%,1,None,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,122,2,2,100.00%,2,100.00%,1,50.00%,1,100.00%,50.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,69,14,5,35.71%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,91,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,40,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,96,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,56,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,133,2516,1441,57.27%,1064,73.84%,919,86.37%,891,96.95%,35.41%,839,154,18.36%,15,255.0,17.00,1.79%,8,99.0,12.38,0.95%,15.39,0.42
2020-12-21,1002,76,15,9,60.00%,4,44.44%,0,0.00%,4,None,26.67%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,80,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,8,1042,578,55.47%,361,62.46%,298,82.55%,291,97.65%,27.93%,276,63,22.83%,7,214.0,30.57,2.54%,5,68.0,13.60,1.81%,23.50,1.02
2020-12-21,1002,124,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,238,43,9,20.93%,7,77.78%,1,14.29%,7,700.00%,16.28%,7,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,82,5,3,60.00%,2,66.67%,1,50.00%,2,200.00%,40.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,54,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,158,47,16,34.04%,14,87.50%,13,92.86%,13,100.00%,27.66%,13,3,23.08%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,110,3,2,66.67%,1,50.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,7,1265,708,55.97%,489,69.07%,399,81.60%,384,96.24%,30.36%,366,76,20.77%,12,194.0,16.17,3.28%,6,69.0,11.50,1.64%,14.61,0.72
2020-12-21,1002,52,10,4,40.00%,3,75.00%,0,0.00%,3,None,30.00%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,31,9,4,44.44%,3,75.00%,0,0.00%,3,None,33.33%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,106,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,47,8,2,25.00%,2,100.00%,0,0.00%,2,None,25.00%,2,None,None,1,9.0,9.00,50.00%,None,None,None,None,None,None
2020-12-21,1002,17,506,275,54.35%,158,57.45%,7,4.43%,132,"1,885.71%",26.09%,118,24,20.34%,2,18.0,9.00,1.69%,4,40.0,10.00,3.39%,9.67,0.49
2020-12-21,1002,19,284,153,53.87%,107,69.93%,2,1.87%,97,"4,850.00%",34.15%,93,25,26.88%,6,234.0,39.00,6.45%,3,30.0,10.00,3.23%,29.33,2.84
2020-12-21,1002,72,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,235,59,29,49.15%,20,68.97%,0,0.00%,18,None,30.51%,17,2,11.76%,None,None,None,None,2,29.0,14.50,11.76%,None,None
2020-12-21,1002,85,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,26,73,43,58.90%,19,44.19%,0,0.00%,16,None,21.92%,14,1,7.14%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,224,84,46,54.76%,45,97.83%,36,80.00%,35,97.22%,41.67%,29,13,44.83%,2,18.0,9.00,6.90%,None,None,None,None,None,None
2020-12-21,1002,13,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,42,73,42,57.53%,27,64.29%,25,92.59%,25,100.00%,34.25%,24,4,16.67%,None,None,None,None,1,10.0,10.00,4.17%,None,None
2020-12-21,1002,57,8,3,37.50%,3,100.00%,0,0.00%,3,None,37.50%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,59,408,212,51.96%,185,87.26%,164,88.65%,152,92.68%,37.25%,146,37,25.34%,2,18.0,9.00,1.37%,1,10.0,10.00,0.68%,9.33,0.19
2020-12-21,1002,163,11,8,72.73%,6,75.00%,5,83.33%,5,100.00%,45.45%,5,2,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,147,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,35,34,20,58.82%,15,75.00%,1,6.67%,12,"1,200.00%",35.29%,10,2,20.00%,None,None,None,None,1,10.0,10.00,10.00%,None,None
2020-12-21,1002,70,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,103,14,3,21.43%,3,100.00%,0,0.00%,2,None,14.29%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,157,30,15,50.00%,11,73.33%,9,81.82%,9,100.00%,30.00%,9,5,55.56%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,65,12,6,50.00%,3,50.00%,0,0.00%,2,None,16.67%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,41,36,10,27.78%,6,60.00%,0,0.00%,6,None,16.67%,6,1,16.67%,1,9.0,9.00,16.67%,None,None,None,None,None,None
2020-12-21,1002,33,10,2,20.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,131,1,1,100.00%,1,100.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,117,6,3,50.00%,1,33.33%,1,100.00%,1,100.00%,16.67%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,all,11147,6954,62.38%,5587,80.34%,4225,75.62%,4760,112.66%,42.70%,4484,808,18.02%,102,1687.0,16.54,2.27%,75,851.0,11.35,1.67%,14.34,0.57
2020-12-21,1002,64,3,2,66.67%,1,50.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,104,25,12,48.00%,10,83.33%,0,0.00%,10,None,40.00%,10,3,30.00%,None,None,None,None,2,20.0,10.00,20.00%,None,None
2020-12-21,1002,28,138,75,54.35%,49,65.33%,3,6.12%,38,"1,266.67%",27.54%,34,7,20.59%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,39,15,9,60.00%,3,33.33%,1,33.33%,0,0.00%,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,161,3,2,66.67%,2,100.00%,2,100.00%,2,100.00%,66.67%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,160,6,4,66.67%,3,75.00%,3,100.00%,3,100.00%,50.00%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,62,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,30,12,5,41.67%,3,60.00%,0,0.00%,3,None,25.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,93,5,4,80.00%,4,100.00%,0,0.00%,3,None,60.00%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,94,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,22,30,9,30.00%,5,55.56%,1,20.00%,5,500.00%,16.67%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,126,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,20,54,32,59.26%,26,81.25%,1,3.85%,22,"2,200.00%",40.74%,18,3,16.67%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,111,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,25,6,6,100.00%,2,33.33%,0,0.00%,2,None,33.33%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,5,1585,1372,86.56%,1457,106.20%,1357,93.14%,1315,96.90%,82.97%,1219,150,12.31%,29,353.0,12.17,2.38%,12,129.0,10.75,0.98%,11.76,0.40
2020-12-21,1002,88,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,248,16,6,37.50%,5,83.33%,0,0.00%,5,None,31.25%,5,2,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,86,3,1,33.33%,1,100.00%,0,0.00%,1,None,33.33%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1002,4,47,33,70.21%,22,66.67%,0,0.00%,20,None,42.55%,18,2,11.11%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,48,1,1,100.00%,1,100.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,162,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,248,23,13,56.52%,10,76.92%,0,0.00%,9,None,39.13%,9,2,22.22%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,57,8,3,37.50%,4,133.33%,0,0.00%,4,None,50.00%,3,1,33.33%,None,None,None,None,1,10.0,10.00,33.33%,None,None
2020-12-20,1002,46,6,1,16.67%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,24,225,111,49.33%,89,80.18%,81,91.01%,79,97.53%,35.11%,72,15,20.83%,4,36.0,9.00,5.56%,4,49.0,12.25,5.56%,10.62,1.18
2020-12-20,1002,20,70,37,52.86%,26,70.27%,1,3.85%,24,"2,400.00%",34.29%,23,6,26.09%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,161,3,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,32,48,27,56.25%,19,70.37%,0,0.00%,15,None,31.25%,15,3,20.00%,None,None,None,None,1,10.0,10.00,6.67%,None,None
2020-12-20,1002,35,30,20,66.67%,16,80.00%,0,0.00%,14,None,46.67%,14,None,None,1,15.0,15.00,7.14%,None,None,None,None,None,None
2020-12-20,1002,133,2335,1351,57.86%,998,73.87%,863,86.47%,834,96.64%,35.72%,761,166,21.81%,21,195.0,9.29,2.76%,12,157.0,13.08,1.58%,10.67,0.46
2020-12-20,1002,78,5,2,40.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,51,10,5,50.00%,3,60.00%,0,0.00%,2,None,20.00%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,15,450,355,78.89%,332,93.52%,316,95.18%,311,98.42%,69.11%,289,46,15.92%,6,120.0,20.00,2.08%,7,79.0,11.29,2.42%,15.31,0.69
2020-12-20,1002,92,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,235,40,20,50.00%,11,55.00%,0,0.00%,9,None,22.50%,9,None,None,2,18.0,9.00,22.22%,None,None,None,None,None,None
2020-12-20,1002,44,5,2,40.00%,1,50.00%,0,0.00%,1,None,20.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,12,48,21,43.75%,6,28.57%,5,83.33%,3,60.00%,6.25%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,79,2,2,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,62,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,7,1066,621,58.26%,427,68.76%,354,82.90%,346,97.74%,32.46%,323,56,17.34%,8,272.0,34.00,2.48%,6,69.0,11.50,1.86%,24.36,1.06
2020-12-20,1002,45,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,5,1358,1116,82.18%,1098,98.39%,1039,94.63%,1023,98.46%,75.33%,936,178,19.02%,19,251.0,13.21,2.03%,12,175.0,14.58,1.28%,13.74,0.46
2020-12-20,1002,42,91,67,73.63%,52,77.61%,47,90.38%,44,93.62%,48.35%,44,15,34.09%,2,18.0,9.00,4.55%,1,19.0,19.00,2.27%,12.33,0.84
2020-12-20,1002,137,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,108,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,None,None,None,None,None,None,1,10.0,10.00,100.00%,None,None
2020-12-20,1002,85,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,139,4,1,25.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,126,7,4,57.14%,2,50.00%,2,100.00%,2,100.00%,28.57%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,111,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,238,39,11,28.21%,7,63.64%,0,0.00%,7,None,17.95%,6,2,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,17,381,202,53.02%,132,65.35%,5,3.79%,109,"2,180.00%",28.61%,93,13,13.98%,2,78.0,39.00,2.15%,1,10.0,10.00,1.08%,29.33,0.95
2020-12-20,1002,158,36,16,44.44%,15,93.75%,14,93.33%,13,92.86%,36.11%,12,5,41.67%,None,None,None,None,2,29.0,14.50,16.67%,None,None
2020-12-20,1002,66,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,34,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,110,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,160,7,4,57.14%,3,75.00%,3,100.00%,3,100.00%,42.86%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,64,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,104,31,14,45.16%,10,71.43%,0,0.00%,9,None,29.03%,9,1,11.11%,None,None,None,None,1,10.0,10.00,11.11%,None,None
2020-12-20,1002,103,11,5,45.45%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,105,6,4,66.67%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,6,1981,1128,56.94%,778,68.97%,650,83.55%,629,96.77%,31.75%,598,144,24.08%,19,263.0,13.84,3.18%,11,128.0,11.64,1.84%,13.03,0.65
2020-12-20,1002,28,117,68,58.12%,49,72.06%,0,0.00%,37,None,31.62%,36,11,30.56%,1,9.0,9.00,2.78%,None,None,None,None,None,None
2020-12-20,1002,124,6,3,50.00%,3,100.00%,3,100.00%,3,100.00%,50.00%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,39,11,5,45.45%,1,20.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,59,444,221,49.77%,173,78.28%,158,91.33%,149,94.30%,33.56%,140,46,32.86%,4,36.0,9.00,2.86%,3,78.0,26.00,2.14%,16.29,0.81
2020-12-20,1002,40,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,119,3,3,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,115,4,1,25.00%,1,100.00%,1,100.00%,1,100.00%,25.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,131,5,1,20.00%,1,100.00%,1,100.00%,1,100.00%,20.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,19,301,177,58.80%,110,62.15%,1,0.91%,101,"10,100.00%",33.55%,98,27,27.55%,3,33.0,11.00,3.06%,2,20.0,10.00,2.04%,10.60,0.54
2020-12-20,1002,16,58,37,63.79%,20,54.05%,14,70.00%,14,100.00%,24.14%,14,4,28.57%,2,78.0,39.00,14.29%,None,None,None,None,None,None
2020-12-20,1002,58,3,1,33.33%,2,200.00%,0,0.00%,2,None,66.67%,2,2,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,26,84,34,40.48%,25,73.53%,2,8.00%,20,"1,000.00%",23.81%,17,6,35.29%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,47,4,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,21,17,6,35.29%,4,66.67%,0,0.00%,4,None,23.53%,4,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,118,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,22,37,20,54.05%,13,65.00%,0,0.00%,12,None,32.43%,11,5,45.45%,None,None,None,None,1,19.0,19.00,9.09%,None,None
2020-12-20,1002,13,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,91,3,2,66.67%,1,50.00%,0,0.00%,1,None,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,68,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,89,3,3,100.00%,2,66.67%,0,0.00%,2,None,66.67%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,146,4,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,9,210,108,51.43%,73,67.59%,1,1.37%,65,"6,500.00%",30.95%,58,6,10.34%,2,18.0,9.00,3.45%,1,10.0,10.00,1.72%,9.33,0.48
2020-12-20,1002,147,3,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,75,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,163,24,11,45.83%,4,36.36%,4,100.00%,4,100.00%,16.67%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,243,14,9,64.29%,8,88.89%,0,0.00%,8,None,57.14%,8,3,37.50%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,38,10,5,50.00%,3,60.00%,0,0.00%,3,None,30.00%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,69,11,3,27.27%,1,33.33%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,53,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,70,2,0,0.00%,1,None,0,0.00%,1,None,50.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,93,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,31,12,4,33.33%,2,50.00%,0,0.00%,2,None,16.67%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,117,9,6,66.67%,3,50.00%,3,100.00%,2,66.67%,22.22%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,23,4,2,50.00%,2,100.00%,0,0.00%,2,None,50.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,54,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,41,37,16,43.24%,7,43.75%,0,0.00%,6,None,16.22%,6,1,16.67%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,61,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,27,34,20,58.82%,8,40.00%,0,0.00%,5,None,14.71%,5,1,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,52,5,1,20.00%,1,100.00%,0,0.00%,1,None,20.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,18,262,200,76.34%,162,81.00%,0,0.00%,151,None,57.63%,144,44,30.56%,5,146.0,29.20,3.47%,6,60.0,10.00,4.17%,18.73,1.43
2020-12-20,1002,60,1,1,100.00%,1,100.00%,0,0.00%,1,None,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,239,7,3,42.86%,2,66.67%,0,0.00%,2,None,28.57%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,76,12,9,75.00%,3,33.33%,0,0.00%,2,None,16.67%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,95,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,80,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,8,891,496,55.67%,337,67.94%,264,78.34%,255,96.59%,28.62%,234,46,19.66%,1,9.0,9.00,0.43%,2,20.0,10.00,0.85%,9.67,0.12
2020-12-20,1002,25,8,4,50.00%,3,75.00%,0,0.00%,3,None,37.50%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,157,21,16,76.19%,18,112.50%,18,100.00%,17,94.44%,80.95%,13,4,30.77%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,82,2,2,100.00%,2,100.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,55,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,33,8,3,37.50%,1,33.33%,0,0.00%,1,None,12.50%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,72,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,56,7,2,28.57%,1,50.00%,0,0.00%,1,None,14.29%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,96,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,30,13,6,46.15%,2,33.33%,0,0.00%,2,None,15.38%,2,2,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,73,4,2,50.00%,2,100.00%,0,0.00%,1,None,25.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,43,3,1,33.33%,1,100.00%,0,0.00%,1,None,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,49,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,88,2,1,50.00%,1,100.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,224,129,74,57.36%,60,81.08%,53,88.33%,50,94.34%,38.76%,49,20,40.82%,3,147.0,49.00,6.12%,None,None,None,None,None,None
2020-12-20,1002,4,49,23,46.94%,18,78.26%,0,0.00%,16,None,32.65%,17,5,29.41%,1,9.0,9.00,5.88%,1,10.0,10.00,5.88%,9.50,1.12
2020-12-20,1002,65,7,4,57.14%,4,100.00%,0,0.00%,3,None,42.86%,3,2,66.67%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1002,86,6,4,66.67%,2,50.00%,0,0.00%,2,None,33.33%,2,1,50.00%,1,9.0,9.00,50.00%,None,None,None,None,None,None
2020-12-20,1002,all,10474,6555,62.58%,5147,78.52%,3886,75.50%,4429,113.97%,42.29%,4122,894,21.69%,107,1760.0,16.45,2.60%,76,972.0,12.79,1.84%,14.93,0.66
2020-12-19,1002,153,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,63,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,58,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,24,273,145,53.11%,114,78.62%,105,92.11%,100,95.24%,36.63%,94,13,13.83%,1,9.0,9.00,1.06%,3,48.0,16.00,3.19%,14.25,0.61
2020-12-19,1002,148,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,23,6,4,66.67%,2,50.00%,0,0.00%,2,None,33.33%,2,2,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,54,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-19,1002,132,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
